UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ADM_RATE,SAT_AVG,SAT_AVG_ALL,DEBT_MDN_SUPP,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,COMPL_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,DEP_RPY_3YR_RT_SUPP,IND_RPY_3YR_RT_SUPP,PELL_RPY_3YR_RT_SUPP,NOPELL_RPY_3YR_RT_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,NOTFIRSTGEN_RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,C200_4_POOLED_SUPP,ALIAS,C100_4,D100_4,C100_L4,D100_L4,TRANS_4,DTRANS_4,TRANS_L4,DTRANS_L4,ICLEVEL,UGDS_MEN,UGDS_WOMEN,CDR3_DENOM,CDR2_DENOM,
106546,3105200,31052,Baptist Health College-Little Rock,Little Rock,AR,0.6154,990,990,10498,13393.5,137.4562906,0.517555267,0.462311558,0.53539823,0.64137931,0.631236443,0.347402597,0.645021645,0.462825279,0.455968689,0.639534884,0.505343512,0.587719298,0.523316062,0.511749347,0.3749725,0,0.450452252,0,BHCLR,0,0,0.3871,31,0,0,0,31,2,0.1147,0.8853,457,0,
106625,2052200,20522,Black River Technical College,Pocahontas,AR,0,0,0,7000,10322,105.9337612,0.290648694,0.244228433,0.399328859,0.378787879,-1,-1,0.384831461,0.250300842,0.262955854,0.489655172,0.275590551,0.317647059,0.288326301,0.294117647,0.16232381,0,0.236005608,0,0,0,0,0.0825,473,0,0,0,473,2,0.3407,0.6593,724,0,
106704,109200,1092,University of Central Arkansas,Conway,AR,0.9426,1049,1049,11000,21500,220.6525738,0.535705869,0.448881789,0.566874028,0.649675626,0.731977819,0.414122137,0.560674496,0.445770065,0.476207386,0.65311843,0.546502058,0.521235521,0.521367521,0.545819936,0,0.434573059,0,0.433386237,0,0.214,2075,0,0,0.1822,2075,0,0,1,0.4131,0.5869,2701,0,
106713,109300,1093,Central Baptist College,Conway,AR,0.5697,985,985,10487,21500,220.6525738,0.537572254,0.485714286,0.507575758,0.689189189,0.703296703,0.478431373,0.544117647,0.528169014,0.483471074,0.663461539,0.541666667,0.533707865,0.547297297,0.53030303,0,0.353491163,0,0.35712381,CBC,0.3261,46,0,0,0.1058,104,0,0,1,0.5406,0.4594,211,0,
106795,2220900,22209,Cossatot Community College of the University of Arkansas,De Queen,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22922149,0,0.307936585,0,UA Cossatot,0,0,0.1183,169,0,0,0,169,2,0.2953,0.7047,0,0,
106810,109500,1095,Crowley's Ridge College,Paragould,AR,0,0,0,8250,-1,-1,0.435185185,0.339622642,-1,-1,-1,-1,-1,-1,-1,-1,0.431818182,0.4375,0.396226415,0.472727273,0,0.24164,0,-1,0,0.0588,17,0,0,0.4839,62,0,0,1,0.4913,0.5087,69,0,
106829,704400,7044,Crowley's Ridge Technical Institute,Forrest City,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432251613,0,0.37162973,0,CRTI,0,0,0.4578,83,0,0,0,83,3,0.533,0.467,0,0,
106883,1226000,12260,East Arkansas Community College,Forrest City,AR,0,0,0,2000,-1,-1,0.345454546,0.289473684,-1,-1,-1,0.301470588,0.333333333,0.353535354,0.3,-1,0.32231405,0.409090909,0.329411765,0.3625,0.12258129,0,0.199210816,0,0,0,0,0.0736,231,0,0,0.1472,231,2,0.3552,0.6448,96,0,
106892,2272400,22724,Eastern College of Health Vocations-Little Rock,Little Rock,AR,0,0,0,3412,3748,38.46538821,0.209567198,0.194369973,-1,-1,0.25748503,0.198312236,0.203883495,0.211309524,0.202719407,0.289855073,-1,-1,0.221568628,0.192934783,0.523909802,0,0.524240413,0,0,0,0,0.4037,436,0,0,0,436,3,0.0439,0.9561,485,0,
106908,3124900,31249,Imagine-Paul Mitchell Partner School,North Little Rock,AR,0,0,0,9833,12485,128.1324364,0.342857143,0.241134752,0.469135803,0.666666667,0.417391304,0.252631579,0.511111111,0.216666667,0.28189911,0.590361446,-1,-1,0.331632653,0.352678571,0.560806275,0,0.592966667,0,0,0,0,0.0517,116,0,0,0,116,3,0.0302,0.9698,310,0,
106980,1210500,12105,National Park Community College,Hot Springs,AR,0,0,0,9500,14089.5,144.5992762,0.242002782,0.191489362,0.410480349,0.469135803,0.480582524,0.20211039,0.364285714,0.191552063,0.217125382,0.492307692,0.247398844,0.233856894,0.236938032,0.248780488,0.186867432,0,0.256066913,0,National Park College,0,0,0.1135,502,0,0,0.0677,502,2,0.3561,0.6439,960,0,
106999,2073500,20735,University of Arkansas Community College-Batesville,Batesville,AR,0,0,0,7362.5,9000,92.36619367,0.318925234,0.251712329,0.452173913,0.523809524,0.465201465,0.250428817,0.315789474,0.320197044,0.291223404,0.519230769,0.339434276,0.270588235,0.346938776,0.271293375,0.251024686,0,0.353995929,0,UACCB,0,0,0.2271,207,0,0,0.1691,207,2,0.3252,0.6748,490,0,
107044,109700,1097,Harding University,Searcy,AR,0.9912,1131,1131,19500,26077,267.6259147,0.697817571,0.555808656,0.701688555,0.771779141,0.794731065,0.597031964,0.725721785,0.536121673,0.617547807,0.777282851,0.726215645,0.66587396,0.624444444,0.722513089,0,0.623718557,0,0.634708405,0,0.4337,980,0,0,0,980,0,0,1,0.4488,0.5512,1312,0,
107071,109800,1098,Henderson State University,Arkadelphia,AR,0.6278,989,989,9500,19586,201.0093633,0.430589681,0.338942308,0.5,0.570469799,0.581818182,0.425301971,0.443435178,0.393285372,0.384933775,0.561904762,0.442906574,0.416557162,0.445196211,0.418447694,0,0.322103777,0,0.367227344,0,0.1851,724,0,0,0.3453,724,0,0,1,0.4476,0.5524,1092,0,
107080,109900,1099,Hendrix College,Conway,AR,0.8282,1244,1244,18225,25500,261.7042154,0.774941995,0.697674419,0.683823529,0.866028708,0.827777778,0.737051793,-1,-1,0.664705882,0.846743295,0.787878788,0.754491018,0.72826087,0.78761062,0,0.711964151,0,0.729588856,0,0.6605,430,0,0,0,430,0,0,1,0.4508,0.5492,267,0,
107099,3007100,30071,Hot Springs Beauty College,Hot Springs,AR,0,0,0,-1,-1,-1,0.416666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.727254545,0,0.838258824,0,0,0,0,0.04,25,0,0,0,25,3,0.0233,0.9767,71,0,
107123,2330800,23308,Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,0,0,0,14324,19557.5,200.7168703,0.509433962,0.484848485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,JRMC School of Nursing,0,0,0,0,0,0,0,0,2,0.137,0.863,86,0,
107141,110000,1100,John Brown University,Siloam Springs,AR,0.6978,0,0,18750,23211,238.2124135,0.719869707,0.55,0.78425656,0.823741007,0.786971831,0.611898017,0.821428571,0.611235955,0.647058824,0.810218978,0.669847328,0.785894207,0.641638225,0.756369427,0,0.631732036,0,0.675162925,0,0.5212,307,0,0,0,307,0,0,1,0.4328,0.5672,644,0,
107211,2525800,25258,Lees School of Cosmetology,North  Little Rock,AR,0,0,0,7370.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.594601351,0,0.547949315,0,0,0,0,0.641,39,0,0,0,39,3,0.1071,0.8929,65,0,
107220,2341700,23417,Career Academy of Hair Design,Springdale,AR,0,0,0,6365,6365,65.32342475,0.319783198,0.236434109,0.5,-1,0.360406091,0.273255814,0.477876106,0.25,0.280373832,0.583333333,-1,-1,0.290909091,0.362416107,0.418030404,0,0.411917617,0,Leon's Inc. DBA Career Academy of Hair Design,0,0,0.1448,221,0,0,0,221,3,0.0378,0.9622,205,0,
107293,1074100,10741,Academy of Salon and Spa,Fort Smith,AR,0,0,0,9167,9833,100.915198,0.270491803,0.225490196,-1,-1,-1,-1,-1,0.161290323,-1,-1,-1,-1,0.256756757,0.291666667,0.435915385,0,0.34935,0,Academy of Salon & Spa,0,0,0.25,44,0,0,0.0227,44,3,0.049,0.951,61,0,
107318,2348200,23482,Arkansas State University Mid-South,West Memphis,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094725,0,0.121884298,0,ASU-Mid South,0,0,0.0779,244,0,0,0.2008,244,2,0.354,0.646,0,0,
107327,1286000,12860,Arkansas Northeastern College,Blytheville,AR,0,0,0,3200,-1,-1,0.4125,0.292517007,-1,-1,0.73255814,0.233766234,0.376811594,0.426900585,0.348484849,0.714285714,0.387640449,0.483870968,0.413580247,0.41025641,0.215120336,0,0.229358926,0,0,0,0,0.1374,262,0,0,0.2176,262,2,0.3308,0.6692,94,0,
107363,3254300,32543,Margaret's Hair Academy Inc,Monticello,AR,0,0,0,4203,4428,45.44416729,0.45945946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.550449541,0,0.509422642,0,0,0,0,0.1489,47,0,0,0,47,3,0,1,59,0,
107442,2284200,22842,New Tyler Barber College Inc,North Little Rock,AR,0,0,0,9500,-1,-1,0.105263158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.641304348,0,0.720723423,0,0,0,0,0.0833,48,0,0,0,48,3,0.6418,0.3582,49,0,
107460,1226100,12261,North Arkansas College,Harrison,AR,0,0,0,7500,9467.5,97.16410429,0.341491842,0.282258065,0.470588235,0.588235294,0.455197133,0.286701209,0.397993311,0.311270125,0.297814208,0.595238095,0.360308285,0.312684366,0.345603272,0.33604336,0.232223,0,0.26026142,0,Northark,0,0,0.1166,429,0,0,0.1678,429,2,0.3839,0.6161,468,0,
107488,2073700,20737,Northwest Technical Institute,Springdale,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467336832,0,0.528903069,0,NTI |Northwest Technical Institute |Northwest Vocational-Technical School,0,0,0.1099,191,0,0,0.0524,191,3,0.5318,0.4682,0,0,
107512,110200,1102,Ouachita Baptist University,Arkadelphia,AR,0.7061,1112,1112,15000,23250,238.612667,0.704225352,0.557522124,0.692771084,0.788990826,0.857142857,0.555555556,0.714285714,-1,0.594713656,0.796296296,0.725738397,0.684615385,0.65625,0.720867209,0,0.59152732,0,0.621604235,OBU,0.5074,404,0,0,0,404,0,0,1,0.4797,0.5203,290,0,
107521,997600,9976,College of the Ouachitas,Malvern,AR,0,0,0,6000,9140,93.80300113,0.426136364,0.353535354,0.551401869,0.446808511,0.5625,0.3125,0.470588235,0.411985019,0.40433213,0.506666667,0.420289855,0.447368421,0.427230047,0.424460432,0.230524675,0,0.28289375,0,0,0,0,0.0662,136,0,0,0.125,136,2,0.2988,0.7012,215,0,
107549,2087000,20870,Ozarka College,Melbourne,AR,0,0,0,9250,13577,139.3395346,0.256338028,0.216549296,-1,-1,-1,0.247452693,0.307228916,0.240808824,0.229832572,0.58490566,0.275720165,0.214285714,0.250574713,0.265454546,0.227308566,0,0.303942402,0,0,0,0,0.1573,267,0,0,0.0974,267,2,0.2507,0.7493,451,0,
107558,109400,1094,University of the Ozarks,Clarksville,AR,0.8892,1061,1061,12000,24200,248.3624319,0.516431925,0.407407407,0.546511628,0.652173913,0.647727273,0.424,-1,-1,0.475177305,0.597222222,0.491525424,0.547368421,0.554347826,0.487603306,0,0.479858713,0,0.475903614,Ozarks,0.3692,195,0,0,0,195,0,0,1,0.4723,0.5277,131,0,
107585,524500,5245,University of Arkansas Community College-Morrilton,Morrilton,AR,0.6181,930,930,4823.5,8000.5,82.10841472,0.414824447,0.330677291,0.518716578,0.7,0.555066079,0.356088561,0.493975904,0.376923077,0.361426256,0.631578947,0.398422091,0.446564886,0.411483254,0.418803419,0.273344523,0,0.286433073,0,Petit Jean Technical College |Petit Jean College,0,0,0.1048,458,0,0,0.0677,458,2,0.3922,0.6078,497,0,
107600,110300,1103,Philander Smith College,Little Rock,AR,0,0,0,20000,31000,318.1502227,0.200445434,0.203647416,-1,-1,0.253968254,0.179566564,0.184931507,0.229299363,0.186893204,0.351351351,0.191489362,0.215568862,0.192307692,0.20746888,0,0.41482963,0,0.33503401,PSC,0.2357,140,0,0,0,140,0,0,1,0.3575,0.6425,262,0,
107619,110400,1104,Phillips Community College of the University of Arkansas,Helena,AR,0,0,0,3629.5,-1,-1,0.291208791,0.236842105,-1,-1,-1,-1,0.29787234,0.288888889,-1,-1,0.282894737,0.333333333,0.288288288,0.295774648,0.25691335,0,0.311868571,0,Phillips County Community College |PCCUA,0,0,0.1762,193,0,0,0.1762,193,2,0.2484,0.7516,88,0,
107637,570700,5707,Southeast Arkansas College,Pine Bluff,AR,0,0,0,3500,6574,67.46837302,0.265785609,0.212,0.358778626,0.56,-1,-1,0.314893617,0.239910314,0.225375626,0.56097561,0.288209607,0.219730942,0.283980583,0.237918216,0.155022,0,0.308514746,0,SEARK College,0,0,0.1882,287,0,0,0.0836,287,2,0.2927,0.7073,352,0,
107655,2202400,22024,Professional Cosmetology Education Center,El Dorado,AR,0,0,0,8177,9833,100.915198,0.171052632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.690491667,0,0.7,0,0,0,0,0.6552,29,0,0,0,29,3,0,1,42,0,
107664,2075300,20753,Pulaski Technical College,North Little Rock,AR,0,0,0,11000,20104,206.3255508,0.204382827,0.160427808,0.317228806,0.488,0.372465315,0.177092358,0.229817008,0.194639175,0.166496076,0.466903073,0.209424084,0.194816415,0.194342291,0.215568862,0.113553743,0,0.177854842,0,0,0,0,0.0313,1021,0,0,0.1254,1021,2,0.3528,0.6472,4110,0,
107725,573200,5732,University of Arkansas Community College-Hope,Hope,AR,0,0,0,2625,-1,-1,0.339393939,0.261261261,-1,-1,0.280701754,0.37037037,0.357142857,0.330275229,-1,-1,0.278846154,0.442622951,0.281553398,0.435483871,0.267303341,0,0.265917148,0,UACCH,0,0,0.1127,213,0,0,0.0657,213,2,0.3052,0.6948,90,0,
107743,2111100,21111,Rich Mountain Community College,Mena,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229665724,0,0.228056842,0,0,0,0,0.1367,139,0,0,0.0647,139,2,0.3077,0.6923,0,0,
107789,792100,7921,Paul Mitchell the School-Arkansas,Fayetteville,AR,0,0,0,9833,9833,100.915198,0.377952756,0.298850575,-1,-1,-1,-1,0.468085106,0.325,-1,-1,-1,-1,0.317460318,0.4375,0.779667797,0,0.684941096,0,0,0,0,0.2258,31,0,0,0,31,3,0.0339,0.9661,79,0,
107831,2569600,25696,Searcy Beauty College,Searcy,AR,0,0,0,7485,8750,89.80046607,0.315789474,0.245283019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.519998667,0,0.593,0,0,0,0,0.375,32,0,0,0,32,3,0.0339,0.9661,47,0,
107840,110500,1105,Shorter College,N Little Rock,AR,0,0,0,9500,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3077,0.6923,0,0,
107877,110600,1106,Williams Baptist College,Walnut Ridge,AR,0.7049,983,983,9500,19000,194.9952978,0.513157895,0.396946565,0.584070797,0.633333333,0.632478633,0.438502674,0.56,0.379746835,0.470046083,0.620689655,0.479289941,0.555555556,0.452554745,0.562874252,0,0.402178623,0,0.395263241,0,0.2867,143,0,0,0,143,0,0,1,0.4626,0.5374,178,0,
107974,2074600,20746,South Arkansas Community College,El Dorado,AR,0,0,0,7372,9500,97.49764888,0.304804805,0.229580574,0.424657534,0.552238806,-1,-1,0.359447005,0.278396437,0.253676471,0.532786885,0.308270677,0.291044776,0.296551724,0.32034632,0.118446281,0,0.200026875,0,SouthArk,0,0,0.0526,190,0,0,0.0789,190,2,0.2356,0.7644,412,0,
107983,110700,1107,Southern Arkansas University Main Campus,Magnolia,AR,0.7142,989,989,9500,17000,174.4694769,0.404137931,0.323113208,0.47654321,0.604060914,0.637450199,0.280590717,0.416161616,0.37826087,0.351883562,0.620567376,0.408333333,0.398360656,0.376021798,0.432960894,0,0.302066667,0,0.366465909,0,0.1815,562,0,0,0.2596,624,0,0,1,0.435,0.565,943,0,
107992,773800,7738,Southern Arkansas University Tech,Camden,AR,0,0,0,4000,5500,56.44600725,0.254452926,0.178030303,0.344086022,0.583333333,0.423529412,0.207792208,0.317073171,0.209606987,0.190031153,0.541666667,0.24497992,0.270833333,0.245762712,0.267515924,0.411459401,0,0.469577129,0,SAU Tech | SAUT,0,0,0.2655,177,0,0,0.0734,177,2,0.4699,0.5301,242,0,
108065,3214300,32143,Velvatex College of Beauty Culture,Little Rock,AR,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794108824,0,0.785702381,0,0,0,0,0.8667,15,0,0,0,15,3,0,1,0,0,
108092,111000,1110,University of Arkansas-Fort Smith,Fort Smith,AR,0.5629,0,0,6877.5,15500,159.0751113,0.434415584,0.338145475,0.533024334,0.646634615,0.656324582,0.3514719,0.512048193,0.361286255,0.378568473,0.63800905,0.423592493,0.451028807,0.405388471,0.465633423,0,0.244191258,0,0.279486308,UA Fort Smith, UAFS,0.1288,652,0,0,0.1301,1191,0,0,1,0.4329,0.5671,1710,0
108232,753100,7531,Academy of Art University,San Francisco,CA,0,0,0,14750,35093,360.156315,0.322698135,0.236905721,0.354500276,0.519548872,0.558425584,0.291026277,0.409076484,0.249394021,0.258385093,0.475417896,0.323433174,0.321687997,0.303591263,0.335094884,0,0.314562263,0,0.379971918,0,0.0497,845,0,0,0,929,0,0,1,0.4342,0.5658,5163,0,
108250,732971,7329,ITT Technical Institute-Rancho Cordova,Rancho Cordova,CA,0.8599,0,0,13566,25827.5,265.0653186,0.229966555,0.183203649,0.309208797,0.460186711,0.343810135,0.174465545,0.27944772,0.212056535,0.194133945,0.373434063,0.196742929,0.243527639,0.216959777,0.245785684,0,0.373262673,0,0.047616667,0,0,0,0,0,0,121,0,0,1,0.724,0.276,69945,0,
108269,3288300,32883,Academy of Chinese Culture and Health Sciences,Oakland,CA,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACCHS,0,0,0,0,0,0,0,0,1,0,0,59,0,
108348,2342400,23424,The Academy of Radio and TV Broadcasting,Huntington Beach,CA,0,0,0,9500,9500,97.49764888,0.234782609,0.229166667,-1,-1,0.232954546,0.240740741,0.258064516,0.226190476,0.208737864,-1,0.257142857,0.216,0.288135593,0.178571429,0.75651913,0,0.7680072,0,0,0,0,0.7222,54,0,0,0,54,3,0.5714,0.4286,107,0,
108649,2258600,22586,Avalon School of Cosmetology-Alameda,Alameda,CA,0,0,0,6333,9860,101.1922966,0.21402214,0.206730769,-1,-1,0.273972603,0.144,0.275862069,0.167741936,0.194915254,0.342857143,-1,-1,0.260869565,0.165413534,0.701224481,0,0.754305143,0,Alameda Beauty College,0,0,0.7031,128,0,0,0,128,3,0.0395,0.9605,137,0,
108667,672000,6720,College of Alameda,Alameda,CA,0,0,0,6750,-1,-1,0.31884058,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.307692308,0.333333333,-1,-1,0.237574413,0,0.263409208,0,0,0,0,0.0718,181,0,0,0.1105,181,2,0.4484,0.5516,40,0,
108807,111100,1111,Allan Hancock College,Santa Maria,CA,0,0,0,6000,10500,107.7605593,0.248618785,0.2109375,-1,-1,-1,-1,0.333333333,0.196428571,0.194444444,0.45945946,0.288659794,0.202380952,0.239130435,0.258426966,0.266486017,0,0.340808,0,0,0,0,0.0998,822,0,0,0.062,822,2,0.4901,0.5099,114,0,
108852,746501,7465,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,0.2016,0,0,9500,12000,123.1549249,0.504504505,0.432692308,0.543478261,0.583333333,0.546153846,0.445652174,0.480225989,0.6,0.451851852,0.586206897,0.568965517,0.433962264,0.565217391,0.488636364,0.605696,0,0.604925926,0,0,0,0,0.6071,84,0,0,0,84,2,0.4071,0.5929,175,0,
108861,112000,1120,American Baptist Seminary of the West,Berkeley,CA,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABSW,0,0,0,0,0,0,0,0,1,0,0,41,0,
108870,2222000,22220,American Film Institute Conservatory,Los Angeles,CA,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,American Film Institute |AFI Conservatory |AFI,0,0,0,0,0,0,0,0,1,0,0,81,0,
108977,1307400,13074,American Beauty College,West Covina,CA,0,0,0,3632,4749,48.73856153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.705876471,0,0.820004,0,0,0,0,0.1,20,0,0,0,20,3,0.567,0.433,0,0,
109040,2241800,22418,American Career College-Los Angeles,Los Angeles,CA,0,0,0,9500,9500,97.49764888,0.313466788,0.271828998,0.411296738,0.534391534,0.351356627,0.181509177,0.381934033,0.26693836,0.286844368,0.512195122,0.304831975,0.341214058,0.307015338,0.323270921,0.622001497,0,0.717082193,0,0,0,0,0.2909,1499,0,0,0.0073,1499,2,0.2188,0.7812,3212,0,
109086,2099200,20992,American Conservatory Theater,San Francisco,CA,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,
109208,123200,1232,American River College,Sacramento,CA,0,0,0,6913,11410,117.0998078,0.231505945,0.198641087,0.374100719,0.440366973,0.524444444,0.207991438,0.314194577,0.209912536,0.204770642,0.471947195,0.236916151,0.223820943,0.229323308,0.233938548,0.268510628,0,0.318282399,0,American River | ARC,0,0,0.0712,1095,0,0,0.0831,1095,2,0.4622,0.5378,1840,0,
109350,111300,1113,Antelope Valley College,Lancaster,CA,0,0,0,8042,16476,169.0917119,0.15461997,0.129953132,0.305147059,0.415384615,0.43442623,0.126639344,0.206896552,0.137332672,0.138214565,0.476923077,0.173798552,0.129613734,0.151719488,0.158201499,0.262725922,0,0.344220597,0,0,0,0,0.0722,970,0,0,0.1237,970,2,0.4098,0.5902,1634,0,
109651,111600,1116,Art Center College of Design,Pasadena,CA,0.809,0,0,30000,33721,346.0756019,0.692969871,0.658031088,0.714285714,0.756097561,0.771226415,0.571428571,0.728337237,0.637037037,0.656976744,0.795580111,0.74906367,0.658139535,0.692307692,0.693140794,0,0.654766667,0,0.668949655,0,0.3134,67,0,0,0,67,0,0,1,0.5044,0.4956,462,0,
109721,902200,9022,Associated Technical College-Los Angeles,Los Angeles,CA,0,0,0,6500,8963,91.98646599,0.282588011,0.273453094,-1,-1,0.312703583,0.2402746,0.271356784,0.285211268,-1,-1,0.355895197,0.225969646,0.273425499,0.2975,0.593473469,0,0.607473495,0,0,0,0,0.3896,575,0,0,0,575,3,0.482,0.518,436,0,
109730,2553500,25535,Associated Technical College-San Diego,San Diego,CA,0,0,0,7000,9500,97.49764888,0.266475645,0.25443787,-1,-1,0.282828283,0.245033113,0.25,0.26910299,-1,-1,0.24,0.273722628,0.204545455,0.287356322,0.642006697,0,0.649378049,0,0,0,0,0.6017,231,0,0,0,231,3,0.8319,0.1681,157,0,
109785,111700,1117,Azusa Pacific University,Azusa,CA,0.8183,1037,1037,18500,22500,230.9154842,0.664543524,0.547554348,0.653421634,0.745777027,0.751552795,0.659287054,0.75,0.541450777,0.559930009,0.735591206,0.666666667,0.660493827,0.604145078,0.69586244,0,0.661536017,0,0.663962791,0,0.4679,1090,0,0,0,1090,0,0,1,0.3535,0.6465,2857,0,
109819,111800,1118,Bakersfield College,Bakersfield,CA,0,0,0,7750,11398,116.9766528,0.224289912,0.18372093,0.401639344,0.564102564,-1,-1,0.321585903,0.196473552,0.205347594,0.430232558,0.245283019,0.18961039,0.219761499,0.230414747,0.198386986,0,0.267018579,0,0,0,0,0.0842,1128,0,0,0.0816,1128,2,0.442,0.558,623,0,
109907,111900,1119,Barstow Community College,Barstow,CA,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128053951,0,0.15471861,0,0,0,0,0.049,204,0,0,0.1127,204,2,0.4307,0.5693,0,0,
109934,705000,7050,Bellus Academy-National City,National City,CA,0,0,0,12630,15378,157.8230363,0.167808219,0.14479638,-1,-1,-1,-1,0.211538462,0.143617021,-1,-1,-1,-1,0.147540984,0.201834862,0.578962105,0,0.622071654,0,Bellus Academy,0,0,0.0313,64,0,0,0,64,2,0.0734,0.9266,141,0,
110060,3266300,32663,Bethesda University,Anaheim,CA,0.6686,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.775855172,0,0.586978261,Bethesda University,0.4167,12,0,0,0.0833,12,0,0,1,0.6475,0.3525,36,0,
110097,112200,1122,Biola University,La Mirada,CA,0.754,1122,1122,19500,24375,250.1584412,0.771321962,0.666666667,0.749097473,0.844339623,0.863589744,0.671476138,0.805678233,0.58419244,0.702824859,0.832492432,0.780809859,0.756756757,0.650943396,0.806473829,0,0.685625505,0,0.675289108,0,0.5083,846,0,0,0,846,0,0,1,0.3728,0.6272,1357,0,
110185,112300,1123,Brooks Institute,Ventura,CA,0.9912,0,0,26219,31000,318.1502227,0.497067449,0.380434783,0.536144578,0.604166667,0.576704546,0.412121212,0.545064378,0.393518519,0.398950131,0.621262459,0.522435897,0.475675676,0.398058252,0.539915966,0,0.452325442,0,0.452233566,BI,0.5276,127,0,0,0,127,0,0,1,0.4964,0.5036,359,0,
110194,2543400,25434,Brownson Technical School,Anaheim,CA,0,0,0,9392,9394,96.40978037,0.6,0.520231214,-1,-1,0.616666667,0.466666667,0.6,0.6,0.557077626,0.784313726,-1,-1,0.568306011,0.666666667,0.911260539,0,0.914159126,0,0,0,0,0.8974,312,0,0,0,312,3,1,0,157,0,
110219,716400,7164,Bryan University,Los Angeles,CA,0,0,0,9058,20000,205.2582082,0.324929972,0.255555556,0.4,0.544303798,0.365853659,0.319620253,0.402173913,0.313504823,0.260536399,0.5,0.338235294,0.282352941,0.345821326,0.305177112,0,0.041675397,0,0,0,0,0,0,0,0,457,0,0,1,0.324,0.676,544,0,
110246,807300,8073,Butte College,Oroville,CA,0,0,0,7911,12898,132.3710184,0.3125,0.252703472,0.488764045,0.578616352,0.670781893,0.269590932,0.408383234,0.256784969,0.262295082,0.61875,0.311167945,0.313921747,0.307830783,0.316968131,0.291540923,0,0.354357696,0,0,0,0,0.1149,1010,0,0,0.1109,1010,2,0.4764,0.5236,1372,0,
110307,2237200,22372,Phillips Graduate Institute,Chatsworth,CA,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,PGI,0,0,0,0,0,0,0,0,1,0,0,97,0,
110316,1215400,12154,California Institute of Integral Studies,San Francisco,CA,0,0,0,18750,18750,192.4295702,0.464285714,0.431034483,-1,-1,0.506666667,0.378378378,-1,-1,0.483870968,0.44,0.445945946,0.5,0.428571429,0.485714286,0,0,0,0,CIIS,0,0,0,0,0,0,0,0,1,0.3462,0.6538,375,0,
110334,112400,1124,Cabrillo College,Aptos,CA,0,0,0,8000,12000,123.1549249,0.431941924,0.382422803,0.569620253,0.62745098,-1,-1,0.513333333,0.401496259,0.364896074,0.677966102,0.518272425,0.328,0.405529954,0.449101796,0.272751694,0,0.365599199,0,0,0,0,0.0515,855,0,0,0.1263,855,2,0.482,0.518,324,0,
